t 36692 183831
v 216 4 23
v 217 4 18
v 218 0 1
v 219 4 4
v 220 2 36
v 221 4 17
v 222 1 3
v 223 3 46
v 224 0 72
v 225 0 344
v 226 4 217
v 227 4 46
v 228 4 6
v 229 3 8
v 230 4 35
v 231 1 47
v 232 4 27
v 233 0 37
v 234 2 11
v 235 0 33
v 236 0 172
v 237 4 285
v 238 0 214
v 239 3 50
v 240 4 271
v 241 3 247
v 242 3 366
v 243 3 136
v 244 4 711
v 245 3 1099
v 246 1 521
v 247 1 244
v 248 1 133
v 249 2 101
v 250 1 135
v 251 4 121
v 252 2 136
v 253 4 106
v 254 1 7
v 255 0 65
v 256 3 119
v 257 4 14
v 258 3 6
v 259 1 10
v 260 0 30
v 261 1 278
v 262 0 59
v 263 1 77
v 264 0 168
v 265 3 169
v 266 0 2
v 267 0 12
v 268 2 2
v 269 4 9
v 270 4 7
v 271 1 1383
v 272 1 2
v 273 3 3
v 274 4 41
v 275 1 4
v 276 4 3
v 277 4 2
v 278 0 10
v 279 1 52
v 280 1 56
v 281 0 129
v 282 1 1
v 283 0 2
v 284 0 2
v 285 2 26
v 286 4 2
v 287 2 5
v 288 2 2
v 289 3 2
v 290 3 2
v 291 2 13
v 292 0 11
v 293 4 8
v 294 2 12
v 295 1 21
v 296 1 119
v 297 2 32
v 298 3 44
v 299 0 86
v 300 0 21
v 301 3 34
v 302 1 45
v 303 1 33
v 304 4 481
v 305 3 98
v 306 2 138
v 307 4 45
v 308 2 497
v 309 0 93
v 310 1 166
v 311 1 34
v 312 0 229
v 313 4 94
v 314 0 99
v 315 4 138
v 316 2 94
v 317 0 73
v 318 4 61
v 319 2 229
v 320 4 120
v 321 1 12
v 322 0 141
v 323 3 146
v 324 1 120
v 325 0 138
v 326 4 31
v 327 4 41
v 328 2 56
v 329 1 73
v 330 3 144
v 331 0 68
v 332 4 39
v 333 4 38
v 334 4 36
v 335 4 65
v 336 1 38
v 337 4 41
v 338 4 94
v 339 3 31
v 340 1 18
v 341 3 33
v 342 4 47
v 343 1 22
v 344 3 41
v 345 4 17
v 346 2 18
v 347 3 34
v 348 1 26
v 349 4 19
v 350 2 119
v 351 3 58
v 352 0 60
v 353 0 30
v 354 0 6
v 355 1 1
v 356 2 100
v 357 3 4
v 358 1 15
v 359 4 14
v 360 4 2
v 361 4 3
v 362 2 1
v 363 2 15
v 364 0 1
v 365 0 5
v 366 1 10
v 367 3 11
v 368 4 1
v 369 0 3
v 370 2 17
v 371 2 6
v 372 4 1
v 373 2 3
v 374 0 11
v 375 2 3
v 376 0 17
v 377 1 26
v 378 3 127
v 379 1 4
v 380 1 48
v 381 2 69
v 382 3 8
v 383 1 16
v 384 2 44
v 385 0 2
v 386 0 22
v 387 3 4
v 388 3 1
v 389 2 2
v 390 3 2
v 391 0 4
v 392 4 175
v 393 3 229
v 394 3 2
v 395 1 14
v 396 2 95
v 397 4 21
v 398 3 3
v 399 4 10
v 400 3 31
v 401 2 3
v 402 4 1
v 403 1 108
v 404 0 49
v 405 4 396
v 406 0 14
v 407 1 17
v 408 2 1
v 409 0 20
v 410 2 6
v 411 3 239
v 412 2 212
v 413 3 2
v 414 2 47
v 415 4 8
v 416 4 1
v 417 1 22
v 418 1 64
v 419 4 43
v 420 4 2
v 421 2 5
v 422 2 22
v 423 0 3
v 424 4 3
v 425 2 2
v 426 0 72
v 427 2 2
v 428 4 123
v 429 3 1
v 430 4 187
v 431 3 123
v 432 3 75
v 433 4 5
v 434 1 5
v 435 1 5
v 436 2 3
v 437 4 7
v 438 1 4
v 439 1 53
v 440 2 496
v 441 1 158
v 442 3 82
v 443 1 190
v 444 1 181
v 445 0 181
v 446 2 127
v 447 0 60
v 448 0 282
v 449 3 97
v 450 1 142
v 451 4 227
v 452 4 107
v 453 0 119
v 454 0 75
v 455 0 20
v 456 2 136
v 457 2 46
v 458 4 28
v 459 4 192
v 460 4 3
v 461 0 25
v 462 2 133
v 463 3 223
v 464 3 5
v 465 1 34
v 466 4 178
v 467 0 163
v 468 4 364
v 469 3 172
v 470 3 305
v 471 0 174
v 472 2 84
v 473 1 59
v 474 0 180
v 475 3 80
v 476 1 5
v 477 1 304
v 478 2 279
v 479 2 133
v 480 3 221
v 481 2 116
v 482 1 28
v 483 3 58
v 484 0 77
v 485 2 14
v 486 0 50
v 487 1 23
v 488 2 22
v 489 3 26
v 490 3 263
v 491 3 74
v 492 2 54
v 493 3 6
v 494 3 169
v 495 1 39
v 496 3 9
v 497 1 4
v 498 3 243
v 499 0 39
v 500 4 178
v 501 1 246
v 502 4 43
v 503 3 49
v 504 4 180
v 505 2 146
v 506 3 10
v 507 1 72
v 508 4 50
v 509 2 121
v 510 0 13
v 511 0 137
v 512 3 30
v 513 3 54
v 514 2 75
v 515 2 164
v 516 4 10
v 517 3 144
v 518 3 7
v 519 3 41
v 520 4 110
v 521 0 30
v 522 4 29
v 523 1 60
v 524 3 26
v 525 1 6
v 526 0 78
v 527 1 57
v 528 1 26
v 529 3 37
v 530 4 1
v 531 1 61
v 532 1 1
v 533 4 13
v 534 3 23
v 535 0 10
v 536 0 36
v 537 0 3
v 538 4 1
v 539 4 8
v 540 3 86
v 541 0 8
v 542 1 10
v 543 4 1
v 544 3 1
v 545 0 2
v 546 4 4
v 547 3 3
v 548 0 35
v 549 2 77
v 550 0 64
v 551 4 1
v 552 1 3
v 553 4 75
v 554 1 1
v 555 4 1
v 556 0 3
v 557 3 2
v 558 3 2
v 559 2 2
v 560 4 20
v 561 0 2
v 562 4 6
v 563 3 5
v 564 2 3
v 565 0 7
v 566 3 8
v 567 0 20
v 568 3 1
v 569 4 1
v 570 0 2
v 571 2 5
v 572 4 38
v 573 2 16
v 574 3 16
v 575 3 4
v 576 1 2
v 577 2 5
v 578 2 49
v 579 1 43
v 580 0 15
v 581 2 1
v 582 2 3
v 583 3 58
v 584 2 3
v 585 3 2
v 586 1 2
v 587 1 1
v 588 0 30
v 589 0 7
v 590 2 6
v 591 1 8
v 592 2 30
v 593 4 45
v 594 2 1
v 595 0 12
v 596 0 10
v 597 0 1
v 598 1 2
v 599 1 19
v 600 0 3
v 601 3 3
v 602 4 1
v 603 0 28
v 604 2 1
v 605 3 4
v 606 2 2
v 607 0 1
v 608 0 2
v 609 0 5
v 610 3 23
v 611 2 2
v 612 0 16
v 613 3 1
v 614 3 2
v 615 4 1
v 616 1 1
v 617 2 3
v 618 1 1
v 619 0 3
v 620 2 29
v 621 0 29
v 622 3 4
v 623 1 1
v 624 4 3
v 625 1 109
v 626 3 79
v 627 0 5
v 628 0 3
v 629 0 24
v 630 0 1
v 631 3 24
v 632 3 1
v 633 1 40
v 634 0 77
v 635 1 261
v 636 4 296
v 637 3 135
v 638 3 283
v 639 4 253
v 640 2 62
v 641 2 72
v 642 3 322
v 643 0 116
v 644 4 168
v 645 2 205
v 646 0 53
v 647 4 126
v 648 0 216
v 649 3 79
v 650 2 44
v 651 0 361
v 652 4 134
v 653 1 160
v 654 4 137
v 655 0 281
v 656 3 297
v 657 2 119
v 658 0 270
v 659 1 269
v 660 2 177
v 661 1 79
v 662 3 25
v 663 2 137
v 664 4 111
v 665 3 138
v 666 3 552
v 667 1 167
v 668 2 540
v 669 3 81
v 670 2 486
v 671 3 64
v 672 3 249
v 673 1 210
v 674 2 219
v 675 1 147
v 676 0 67
v 677 4 78
v 678 1 86
v 679 3 203
v 680 2 147
v 681 0 134
v 682 3 217
v 683 1 117
v 684 3 40
v 685 0 299
v 686 1 207
v 687 1 257
v 688 2 186
v 689 2 51
v 690 3 386
v 691 3 145
v 692 4 141
v 693 4 108
v 694 4 173
v 695 1 211
v 696 3 121
v 697 0 60
v 698 0 121
v 699 3 82
v 700 4 155
v 701 4 109
v 702 4 29
v 703 3 60
v 704 2 48
v 705 4 306
v 706 2 33
v 707 3 132
v 708 4 191
v 709 0 72
v 710 3 61
v 711 0 253
v 712 0 137
v 713 4 90
v 714 0 87
v 715 2 183
v 716 2 126
v 717 2 25
v 718 2 157
v 719 2 149
v 720 1 73
v 721 4 96
v 722 4 73
v 723 3 82
v 724 2 144
v 725 1 95
v 726 4 7
v 727 0 118
v 728 2 86
v 729 3 96
v 730 3 106
v 731 0 82
v 732 1 45
v 733 1 58
v 734 0 167
v 735 4 9
v 736 1 53
v 737 2 29
v 738 1 115
v 739 1 21
v 740 0 103
v 741 2 108
v 742 1 37
v 743 0 124
v 744 0 24
v 745 0 79
v 746 2 139
v 747 3 37
v 748 4 110
v 749 1 76
v 750 3 36
v 751 1 13
v 752 2 44
v 753 0 34
v 754 4 144
v 755 4 81
v 756 1 40
v 757 1 81
v 758 0 113
v 759 0 85
v 760 4 41
v 761 4 45
v 762 0 81
v 763 0 105
v 764 3 83
v 765 1 35
v 766 4 123
v 767 2 68
v 768 4 98
v 769 4 33
v 770 4 82
v 771 2 120
v 772 2 92
v 773 2 6
v 774 0 122
v 775 4 60
v 776 3 13
v 777 2 39
v 778 2 48
v 779 0 117
v 780 4 57
v 781 3 109
v 782 2 67
v 783 2 22
v 784 0 45
v 785 1 38
v 786 2 39
v 787 0 62
v 788 3 72
v 789 2 13
v 790 2 43
v 791 4 51
v 792 0 31
v 793 3 37
v 794 3 6
v 795 0 33
v 796 3 32
v 797 0 19
v 798 3 44
v 799 2 50
v 800 3 65
v 801 1 16
v 802 4 48
v 803 3 145
v 804 0 8
v 805 1 90
v 806 3 34
v 807 0 45
v 808 2 52
v 809 4 62
v 810 0 20
v 811 2 82
v 812 3 23
v 813 2 8
v 814 4 104
v 815 0 90
v 816 1 184
v 817 3 24
v 818 1 43
v 819 4 59
v 820 3 24
v 821 2 70
v 822 4 6
v 823 3 69
v 824 0 21
v 825 2 133
v 826 4 118
v 827 1 46
v 828 0 73
v 829 1 81
v 830 4 24
v 831 0 8
v 832 4 20
v 833 1 44
v 834 0 6
v 835 0 72
v 836 0 57
v 837 4 20
v 838 1 6
v 839 3 18
v 840 0 17
v 841 4 74
v 842 0 114
v 843 0 13
v 844 1 14
v 845 4 44
v 846 0 14
v 847 2 13
v 848 1 18
v 849 1 24
v 850 0 20
v 851 3 4
v 852 3 5
v 853 3 16
v 854 4 23
v 855 4 3
v 856 4 6
v 857 0 6
v 858 1 6
v 859 4 6
v 860 1 46
v 861 0 24
v 862 2 6
v 863 2 3
v 864 2 50
v 865 4 20
v 866 3 3
v 867 3 8
v 868 1 22
v 869 0 28
v 870 1 24
v 871 1 40
v 872 0 39
v 873 4 92
v 874 0 93
v 875 0 36
v 876 0 34
v 877 1 26
v 878 0 63
v 879 0 22
v 880 3 13
v 881 4 18
v 882 3 8
v 883 1 25
v 884 4 18
v 885 1 2
v 886 1 12
v 887 1 21
v 888 3 20
v 889 3 3
v 890 0 7
v 891 3 6
v 892 0 3
v 893 4 15
v 894 2 8
v 895 1 1
v 896 3 13
v 897 4 50
v 898 2 1
v 899 1 6
v 900 1 6
v 901 3 14
v 902 2 3
v 903 1 1
v 904 2 5
v 905 3 1
v 906 4 1
v 907 2 9
v 908 4 3
v 909 3 2
v 910 4 2
v 911 2 5
v 912 3 3
v 913 1 1
v 914 0 9
v 915 3 10
v 916 1 2
v 917 4 37
v 918 2 3
v 919 2 17
v 920 2 5
v 921 3 5
v 922 3 14
v 923 0 2
v 924 4 3
v 925 0 1
v 926 0 12
v 927 2 7
v 928 3 4
v 929 2 1
v 930 3 3
v 931 4 5
v 932 0 6
v 933 2 1
v 934 3 27
v 935 3 22
v 936 0 34
v 937 4 7
v 938 1 1
v 939 4 2
v 940 3 3
v 941 0 2
v 942 0 1
v 943 4 4
v 944 3 2
v 945 2 4
v 946 4 33
v 947 1 10
v 948 2 2
v 949 3 2
v 950 1 1
v 951 2 5
v 952 4 1
v 953 1 3
v 954 0 19
v 955 2 4
v 956 4 14
v 957 1 2
v 958 1 2
v 959 3 26
v 960 3 15
v 961 0 2
v 962 4 2
v 963 2 2
v 964 2 10
v 965 1 2
v 966 2 1
v 967 0 1
v 968 3 1
v 969 4 2
v 970 2 1
v 971 1 106
v 972 3 32
v 973 0 117
v 974 3 43
v 975 4 38
v 976 4 51
v 977 4 43
v 978 4 74
v 979 3 37
v 980 4 58
v 981 0 164
v 982 1 101
v 983 0 166
v 984 1 54
v 985 3 137
v 986 0 18
v 987 1 55
v 988 4 36
v 989 2 74
v 990 2 32
v 991 1 330
v 992 1 70
v 993 4 93
v 994 4 33
v 995 0 11
v 996 1 9
v 997 3 24
v 998 2 23
v 999 1 51
v 1000 3 89
v 1001 4 42
v 1002 0 7
v 1003 3 21
v 1004 2 18
v 1005 0 12
v 1006 1 9
v 1007 3 23
v 1008 4 6
v 1009 3 5
v 1010 0 31
v 1011 3 35
v 1012 4 21
v 1013 1 10
v 1014 2 7
v 1015 2 66
v 1016 3 21
v 1017 4 53
v 1018 1 12
v 1019 1 4
v 1020 3 29
v 1021 1 114
v 1022 2 3
v 1023 1 17
v 1024 4 18
v 1025 2 44
v 1026 4 29
v 1027 1 40
v 1028 3 7
v 1029 2 107
v 1030 4 9
v 1031 2 4
v 1032 3 4
v 1033 4 15
v 1034 3 5
v 1035 3 85
v 1036 0 4
v 1037 0 53
v 1038 3 2
v 1039 1 57
v 1040 3 140
v 1041 4 459
v 1042 2 243
v 1043 3 3
v 1044 2 2
v 1045 0 41
v 1046 0 149
v 1047 4 76
v 1048 1 9
v 1049 1 9
v 1050 3 47
v 1051 1 2
v 1052 1 67
v 1053 4 54
v 1054 4 34
v 1055 0 121
v 1056 4 138
v 1057 4 18
v 1058 2 47
v 1059 0 51
v 1060 2 113
v 1061 1 2
v 1062 2 33
v 1063 2 2
v 1064 4 100
v 1065 1 232
v 1066 3 171
v 1067 3 67
v 1068 1 137
v 1069 3 16
v 1070 4 81
v 1071 4 17
v 1072 0 92
v 1073 3 24
v 1074 2 14
v 1075 4 6
v 1076 4 63
v 1077 2 219
v 1078 2 25
v 1079 4 162
v 1080 4 16
v 1081 4 49
v 1082 1 8
v 1083 4 16
v 1084 1 29
v 1085 3 84
v 1086 4 33
v 1087 2 71
v 1088 3 78
v 1089 0 114
v 1090 0 69
v 1091 0 13
v 1092 2 124
v 1093 2 21
v 1094 0 12
v 1095 1 26
v 1096 0 84
v 1097 2 39
v 1098 1 24
v 1099 4 173
v 1100 0 185
v 1101 3 131
v 1102 2 59
v 1103 4 94
v 1104 1 29
v 1105 0 18
v 1106 3 144
v 1107 3 18
v 1108 1 32
v 1109 4 67
v 1110 2 11
v 1111 0 82
v 1112 2 53
v 1113 2 8
v 1114 3 28
v 1115 1 40
v 1116 0 29
v 1117 4 47
v 1118 4 16
v 1119 4 8
v 1120 2 2
v 1121 4 15
v 1122 4 43
v 1123 0 50
v 1124 0 1
v 1125 3 5
v 1126 1 3
v 1127 0 1
v 1128 2 1
v 1129 3 1
v 1130 0 8
v 1131 3 13
v 1132 2 1
v 1133 0 1
v 1134 0 1
v 1135 0 1
v 1136 2 1
v 1137 0 2
v 1138 1 2
v 1139 1 6
v 1140 2 10
v 1141 3 3
v 1142 2 2
v 1143 0 1
v 1144 0 12
v 1145 1 5
v 1146 0 9
v 1147 1 1
v 1148 2 7
v 1149 4 1
v 1150 2 8
v 1151 1 3
v 1152 2 1
v 1153 2 1
v 1154 4 46
v 1155 2 1
v 1156 0 1
v 1157 4 1
v 1158 2 1
v 1159 3 1
v 1160 4 5
v 1161 0 1
v 1162 1 1
v 1163 0 8
v 1164 0 1
v 1165 0 29
v 1166 0 172
v 1167 4 155
v 1168 2 300
v 1169 4 7
v 1170 2 13
v 1171 1 221
v 1172 1 223
v 1173 4 45
v 1174 0 215
v 1175 0 105
v 1176 4 44
v 1177 1 48
v 1178 2 48
v 1179 4 69
v 1180 0 21
v 1181 4 43
v 1182 0 124
v 1183 0 32
v 1184 2 50
v 1185 2 60
v 1186 4 50
v 1187 3 51
v 1188 4 91
v 1189 3 64
v 1190 0 34
v 1191 0 123
v 1192 3 4
v 1193 2 20
v 1194 4 22
v 1195 0 2
v 1196 4 64
v 1197 2 11
v 1198 3 79
v 1199 1 43
v 1200 3 24
v 1201 2 23
v 1202 4 81
v 1203 3 9
v 1204 0 74
v 1205 1 115
v 1206 0 56
v 1207 0 53
v 1208 1 225
v 1209 3 92
v 1210 1 83
v 1211 4 35
v 1212 4 105
v 1213 0 127
v 1214 1 286
v 1215 2 67
v 1216 0 7
v 1217 0 33
v 1218 1 8
v 1219 4 15
v 1220 3 23
v 1221 3 39
v 1222 3 26
v 1223 2 31
v 1224 2 30
v 1225 3 17
v 1226 3 51
v 1227 4 47
v 1228 1 5
v 1229 0 51
v 1230 1 32
v 1231 2 13
v 1232 1 47
v 1233 4 58
v 1234 2 45
v 1235 0 19
v 1236 3 17
v 1237 2 15
v 1238 0 63
v 1239 1 32
v 1240 4 20
v 1241 2 4
v 1242 4 50
v 1243 3 29
v 1244 0 43
v 1245 0 29
v 1246 3 44
v 1247 0 38
v 1248 4 48
v 1249 3 4
v 1250 1 1
v 1251 1 8
v 1252 0 3
v 1253 3 9
v 1254 1 1
v 1255 4 1
v 1256 3 1
v 1257 4 2
v 1258 4 1
v 1259 4 5
v 1260 0 1
v 1261 3 1
v 1262 2 2
v 1263 4 6
v 1264 4 149
v 1265 1 339
v 1266 1 156
v 1267 0 121
v 1268 3 200
v 1269 3 81
v 1270 2 40
v 1271 1 135
v 1272 3 302
v 1273 1 834
v 1274 4 47
v 1275 3 27
v 1276 4 10
v 1277 1 168
v 1278 1 101
v 1279 1 280
v 1280 1 312
v 1281 0 66
v 1282 3 207
v 1283 3 162
v 1284 4 181
v 1285 1 24
v 1286 1 55
v 1287 4 233
v 1288 0 542
v 1289 3 151
v 1290 2 62
v 1291 3 96
v 1292 2 28
v 1293 2 79
v 1294 4 228
v 1295 1 67
v 1296 1 163
v 1297 3 160
v 1298 1 13
v 1299 2 71
v 1300 0 76
v 1301 3 176
v 1302 1 168
v 1303 1 101
v 1304 3 43
v 1305 0 89
v 1306 3 165
v 1307 2 12
v 1308 3 94
v 1309 4 81
v 1310 3 46
v 1311 4 52
v 1312 0 102
v 1313 3 214
v 1314 1 292
v 1315 2 85
v 1316 1 89
v 1317 4 42
v 1318 4 35
v 1319 2 54
v 1320 0 54
v 1321 2 68
v 1322 4 35
v 1323 3 119
v 1324 3 167
v 1325 2 49
v 1326 4 181
v 1327 0 86
v 1328 2 105
v 1329 4 90
v 1330 0 123
v 1331 0 308
v 1332 4 61
v 1333 0 112
v 1334 4 109
v 1335 0 61
v 1336 3 105
v 1337 0 36
v 1338 4 77
v 1339 2 47
v 1340 1 145
v 1341 4 42
v 1342 2 147
v 1343 3 62
v 1344 3 42
v 1345 0 22
v 1346 4 100
v 1347 3 74
v 1348 4 34
v 1349 1 108
v 1350 3 34
v 1351 2 49
v 1352 1 20
v 1353 0 27
v 1354 3 180
v 1355 3 68
v 1356 4 70
v 1357 3 157
v 1358 1 258
v 1359 2 212
v 1360 0 33
v 1361 2 147
v 1362 2 148
v 1363 1 104
v 1364 4 184
v 1365 2 11
v 1366 0 275
v 1367 2 231
v 1368 2 62
v 1369 1 113
v 1370 1 234
v 1371 2 32
v 1372 1 230
v 1373 2 52
v 1374 4 22
v 1375 4 7
v 1376 1 52
v 1377 3 74
v 1378 0 51
v 1379 2 47
v 1380 1 17
v 1381 1 26
v 1382 1 13
v 1383 1 43
v 1384 2 42
v 1385 0 109
v 1386 0 106
v 1387 1 38
v 1388 2 227
v 1389 4 62
v 1390 2 20
v 1391 0 74
v 1392 1 14
v 1393 1 4
v 1394 4 70
v 1395 4 129
v 1396 2 65
v 1397 2 13
v 1398 4 106
v 1399 4 21
v 1400 1 42
v 1401 3 72
v 1402 1 60
v 1403 1 61
v 1404 1 37
v 1405 0 49
v 1406 4 76
v 1407 0 172
v 1408 4 74
v 1409 3 135
v 1410 1 34
v 1411 4 50
v 1412 4 34
v 1413 4 112
v 1414 0 31
v 1415 4 16
v 1416 2 10
v 1417 3 174
v 1418 4 41
v 1419 0 21
v 1420 3 170
v 1421 3 104
v 1422 1 37
v 1423 4 13
v 1424 1 65
v 1425 2 122
v 1426 0 43
v 1427 3 13
v 1428 1 43
v 1429 2 17
v 1430 4 29
v 1431 0 42
v 1432 4 3
v 1433 0 39
v 1434 1 43
v 1435 2 36
v 1436 2 17
v 1437 4 68
v 1438 1 115
v 1439 3 99
v 1440 4 6
v 1441 1 13
v 1442 0 12
v 1443 1 1
v 1444 3 27
v 1445 1 11
v 1446 1 1
v 1447 1 7
v 1448 4 49
v 1449 0 11
v 1450 4 9
v 1451 4 37
v 1452 3 17
v 1453 2 1
v 1454 2 38
v 1455 3 88
v 1456 1 49
v 1457 4 13
v 1458 4 35
v 1459 3 41
v 1460 3 3
v 1461 0 14
v 1462 4 1
v 1463 3 118
v 1464 1 3
v 1465 4 10
v 1466 1 16
v 1467 4 3
v 1468 3 43
v 1469 3 5
v 1470 2 70
v 1471 3 21
v 1472 1 27
v 1473 1 13
v 1474 0 3
v 1475 0 35
v 1476 4 23
v 1477 4 1
v 1478 1 8
v 1479 2 30
v 1480 0 33
v 1481 3 20
v 1482 1 80
v 1483 0 64
v 1484 4 48
v 1485 0 7
v 1486 4 92
v 1487 4 37
v 1488 0 2
v 1489 1 17
v 1490 1 12
v 1491 4 24
v 1492 2 14
v 1493 4 34
v 1494 1 7
v 1495 4 1
v 1496 2 22
v 1497 2 28
v 1498 4 1
v 1499 0 5
v 1500 1 1
v 1501 4 3
v 1502 4 26
v 1503 2 7
v 1504 3 1
v 1505 2 5
v 1506 0 5
v 1507 2 11
v 1508 4 6
v 1509 0 54
v 1510 4 1
v 1511 2 3
v 1512 4 1
v 1513 0 2
v 1514 1 31
v 1515 4 7
v 1516 0 7
v 1517 0 2
v 1518 4 137
v 1519 4 62
v 1520 0 7
v 1521 2 7
v 1522 3 31
v 1523 3 228
v 1524 3 51
v 1525 0 1
v 1526 3 7
v 1527 0 27
v 1528 2 34
v 1529 1 36
v 1530 2 59
v 1531 2 11
v 1532 4 1
v 1533 2 18
v 1534 1 9
v 1535 3 6
v 1536 3 13
v 1537 1 6
v 1538 4 6
v 1539 1 6
v 1540 2 2
v 1541 3 11
v 1542 1 25
v 1543 2 7
v 1544 0 5
v 1545 3 10
v 1546 1 4
v 1547 4 3
v 1548 2 2
v 1549 2 22
v 1550 1 2
v 1551 2 7
v 1552 3 9
v 1553 2 1
v 1554 3 23
v 1555 3 15
v 1556 3 43
v 1557 3 56
v 1558 4 1
v 1559 1 27
v 1560 1 4
v 1561 2 12
v 1562 2 1
v 1563 2 9
v 1564 2 44
v 1565 1 2
v 1566 3 92
v 1567 3 20
v 1568 3 2
v 1569 0 10
v 1570 4 11
v 1571 4 7
v 1572 0 5
v 1573 2 1
v 1574 1 7
v 1575 1 12
v 1576 3 1
v 1577 2 59
v 1578 1 8
v 1579 0 26
v 1580 0 43
v 1581 3 18
v 1582 3 68
v 1583 2 35
v 1584 0 16
v 1585 4 20
v 1586 4 9
v 1587 2 1
v 1588 2 1
v 1589 0 85
v 1590 0 1
v 1591 1 6
v 1592 2 6
v 1593 2 48
v 1594 3 4
v 1595 2 72
v 1596 1 142
v 1597 3 4
v 1598 2 4
v 1599 1 15
v 1600 4 2
v 1601 4 2
v 1602 3 5
v 1603 1 32
v 1604 4 26
v 1605 0 1
v 1606 2 2
v 1607 3 1
v 1608 0 2
v 1609 1 4
v 1610 4 1
v 1611 2 4
v 1612 0 5
v 1613 4 74
v 1614 0 8
v 1615 0 21
v 1616 3 6
v 1617 3 21
v 1618 2 60
v 1619 2 6
v 1620 0 7
v 1621 2 81
v 1622 1 76
v 1623 2 26
v 1624 4 6
v 1625 2 6
v 1626 1 4
v 1627 4 1
v 1628 2 16
v 1629 0 5
v 1630 1 9
v 1631 2 4
v 1632 1 45
v 1633 4 25
v 1634 4 9
v 1635 4 7
v 1636 2 19
v 1637 1 9
v 1638 2 19
v 1639 0 12
v 1640 4 4
v 1641 1 6
v 1642 2 1
v 1643 3 113
v 1644 3 50
v 1645 2 4
v 1646 0 3
v 1647 2 8
v 1648 2 7
v 1649 4 14
v 1650 1 16
v 1651 0 1
v 1652 3 1
v 1653 2 10
v 1654 2 17
v 1655 3 3
v 1656 0 11
v 1657 4 24
v 1658 1 1
v 1659 4 18
v 1660 4 4
v 1661 3 3
v 1662 0 15
